"stock","genotype","sex","age","plate","well","ws","fw","iod","cell.area","cell.number","fresh.mass.z","iod.z","wing.area.z","cell.number.z","cell.area.z"
"28197","DGRP-440","female",5,"28197","B4",1068729.646,1.48,501.226,160.283326530612,6667.75309155993,1.47592123381119,0.925051454816561,0.0683061792761074,0.531265354277592,-0.446272322086003
"28247","DGRP-843","female",5,"28247","B4",1045874.16166667,1.35,528.232,163.953125,6379.10476952889,0.843785730514217,1.99437223396126,-0.176219231096717,-0.0240798821469786,-0.19052635760554
"28248","DGRP-849","female",5,"28248","B4",1123569.373,1.28,468.363666666667,160.035836734694,7020.73607964849,0.503405074892771,-0.376154791369936,0.655023422010421,1.21038733771601,-0.463519731469407
"28191","DGRP-385","female",5,"28191","B5",1193912.36433333,1.08,463.994,157.66056,7572.67616157987,-0.469111084025647,-0.549174689340866,1.4076064157364,2.27229302674135,-0.629051284357003
"28197","DGRP-440","female",5,"28197","B5",1031430.05433333,1.37,465.367666666667,167.103893617021,6172.38791992021,0.941037346406059,-0.494783431461675,-0.330753312354556,-0.421792977830693,0.0290487404649512
"28247","DGRP-843","female",5,"28247","B5",1035297.915,1.47,516.760666666667,156.85714,6600.26005191731,1.42729542586527,1.54015705593311,-0.289371987724163,0.401412051152161,-0.685041122626558
"28248","DGRP-849","female",5,"28248","B5",1076144.56133333,1.26,466.977333333333,160.825285714286,6691.38908445752,0.406153459000929,-0.431047594456472,0.147636601170437,0.576739847153493,-0.408503524890754
"25180","DGRP-313","female",5,"25180","B6",879939.724666667,1.07,403.210333333333,151.383865384615,5812.63876722289,-0.517736891971568,-2.95594495518076,-1.9515124478429,-1.113932730636,-1.06647021391165
"28191","DGRP-385","female",5,"28191","B6",1176537.602,1.21,474.638333333333,157.12182,7488.05991427543,0.163024419271324,-0.127705133928161,1.22171795116808,2.10949551060131,-0.666595738651568
"28248","DGRP-849","female",5,"28248","B6",1111022.26466667,1.24,469.213333333333,161.376734693878,6884.64955480858,0.308901843109087,-0.342511666804557,0.520784883484873,0.948563528106996,-0.37007338974193
"25180","DGRP-313","female",5,"25180","B7",860680.429,1.07,433.411,148.020018867925,5814.6218030682,-0.517736891971568,-1.76012919532407,-2.15756308793,-1.11011746677927,-1.30089457779738
"28191","DGRP-385","female",5,"28191","B7",1142130.68433333,1.3,483.869333333333,157.66056,7244.23840898024,0.600656690784612,0.23780253519295,0.853606493130097,1.64039487439879,-0.629051284357003
"28247","DGRP-843","female",5,"28247","B7",1048770.089,1.27,515.808666666667,166.963085106383,6281.44891028913,0.45477926694685,1.5024619740348,-0.145236390861749,-0.211964973098302,0.0192358832575162
"28248","DGRP-849","female",5,"28248","B7",1073157.525,1.21,475.099,164.73875,6514.29930723646,0.163024419271324,-0.109464726651024,0.115679007336341,0.236027787900198,-0.135776641777555
"25180","DGRP-313","female",5,"25180","B8",874444.691666667,1.11,416.349666666667,153.824725490196,5684.68228290386,-0.323233660187884,-2.435684192482,-2.01030250364486,-1.36011474041248,-0.896368196846987
"28191","DGRP-385","female",5,"28191","B8",1164194.74033333,1.24,466.587666666667,153.754039215686,7571.79938993473,0.308901843109087,-0.446476708860899,1.08966459932482,2.27060616103178,-0.901294279192077
"28197","DGRP-440","female",5,"28197","B8",1046796.71533333,1.26,473.88,163.6225625,6397.63061609143,0.406153459000929,-0.157731853577536,-0.166349048052641,0.0115629394251241,-0.213563051878747
"28247","DGRP-843","female",5,"28247","B8",1047571.13066667,1.52,524.637333333333,160.607142857143,6522.56874775776,1.67042446559487,1.8520389835441,-0.158063761929527,0.251937786507107,-0.423705764430589
"28248","DGRP-849","female",5,"28248","B8",1053158.699,1.3,486.593,155.048235294118,6792.4584694706,0.600656690784612,0.3456479533271,-0.0982836925261737,0.77119239453168,-0.81110256238082
"25180","DGRP-313","female",5,"25180","B9",869617.576666667,1.1,429.020333333333,151.768480769231,5729.89577453141,-0.371859468133805,-1.93398060245452,-2.06194666305436,-1.27312619663434,-1.03966660785176
"28191","DGRP-385","female",5,"28191","B9",1166146.16666667,1.31,476.330666666667,151.078673076923,7718.800694476,0.649282498730533,-0.0606960545171672,1.1105424471977,2.55342947228738,-1.08773887532011
"28197","DGRP-440","female",5,"28197","B9",1181258.91266667,1.31,487.274666666667,168.236553191489,7021.41651298657,0.649282498730533,0.372639004616343,1.2722301350898,1.21169645813753,0.107983079153218
"28247","DGRP-843","female",5,"28247","B9",1064075.32666667,1.46,534.394666666667,157.395,6760.54084733738,1.37866961791935,2.23838717588563,0.0185107197535535,0.709784452559383,-0.647557994982656
"28248","DGRP-849","female",5,"28248","B9",1101446.02,1.19,477.119666666667,155.048235294118,7103.89265579592,0.0657728033794821,-0.0294550675237155,0.418330911265467,1.37037651803034,-0.81110256238082
"25198","DGRP-555","female",5,"25198","C10",1037014.65433333,0.99,477.014666666667,148.186471698113,6998.03863638746,-0.906743355538935,-0.033612613321324,-0.271005000446037,1.1667185683799,-1.28929458396883
"25201","DGRP-712","female",5,"25201","C10",1080374.28266667,1.12,493.102666666667,178.296840909091,6059.41348796821,-0.274607852241963,0.603402594220703,0.192889387316357,-0.639150252526952,0.809078250114513
"28135","DGRP-88","female",5,"28135","C10",908858.872666667,0.98,480.254333333333,170.784586956522,5321.66800800381,-0.955369163484856,0.0946641727324583,-1.64211333692491,-2.05853642844219,0.285553961642528
"28196","DGRP-426","female",5,"28196","C10",1081132.16733333,1.33,470.052,186.274547619048,5803.97150953962,0.746534114622375,-0.309304094656033,0.200997815754256,-1.13060810998136,1.36503965069258
"25198","DGRP-555","female",5,"25198","C11",1072036.351,0.98,478.767333333333,151.036211538462,7097.87633098176,-0.955369163484856,0.0357854051034798,0.103683832416792,1.35880140370847,-1.09069799342908
"25201","DGRP-712","female",5,"25201","C11",1103693.39933333,1.01,468.413333333333,182.648441860465,6042.72003687009,-0.809491739647094,-0.374188206214902,0.442375090147494,-0.671267634958264,1.11233860395319
"28135","DGRP-88","female",5,"28135","C11",1029357.30366667,1.22,450.888,174.5798,5896.19935219691,0.211650227217245,-1.06811559623083,-0.352929180517038,-0.953166257123706,0.550039989501977
"28196","DGRP-426","female",5,"28196","C11",1119323.13533333,1.38,496.725333333333,197.511375,5667.13251494165,0.989663154351979,0.746844523517187,0.609593931528399,-1.3938796345563,2.14812713634443
"25198","DGRP-555","female",5,"25198","C12",984109.677666667,1.02,451.285333333333,142.797872727273,6891.62701706489,-0.760865931701173,-1.05238291499037,-0.837022807879464,0.961987823800485,-1.66482268244388
"25201","DGRP-712","female",5,"25201","C12",1105600.08766667,1.17,485.380333333333,178.497340909091,6193.93029630481,-0.0314788125123598,0.297631599004239,0.462774296760811,-0.380346500600985,0.823050969953509
"28196","DGRP-426","female",5,"28196","C12",1058139.22066667,1.42,495.435666666667,198.9127,5319.61619678717,1.18416638613566,0.695779302276118,-0.0449982715457388,-2.06248401274542,2.24578460082513
"25198","DGRP-555","female",5,"25198","C2",1012146.19566667,1.06,486.154,145.442277777778,6959.09202696297,-0.566362699917489,0.328265452325673,-0.537066746157408,1.09178719907004,-1.48053574522926
"25201","DGRP-712","female",5,"25201","C2",1136233.25866667,1.11,464.808666666667,182.648441860465,6220.87572767084,-0.323233660187884,-0.516917413374652,0.790511333550376,-0.328504810175635,1.11233860395319
"28135","DGRP-88","female",5,"28135","C2",982180.134666667,1.04,438.860333333333,163.6685625,6001.03110618245,-0.663614315809331,-1.54435916770729,-0.857666531155062,-0.751475096086431,-0.210357340593989
"25190","DGRP-380","female",5,"25190","C3",1032187.64933333,0.9,463.045,164.477270833333,6275.56405881309,-1.34437562705222,-0.586750984216387,-0.322647982991606,-0.223287139155909,-0.153998961675671
"25198","DGRP-555","female",5,"25198","C3",1069750.86933333,0.97,475.951,153.759921568627,6957.28027446914,-1.00399497143078,-0.075729212179006,0.0792320057002141,1.08830147599378,-0.900884341687645
"25201","DGRP-712","female",5,"25201","C3",1134423.42933333,1.07,488.926333333333,191.55812195122,5922.08473218492,-0.517736891971568,0.43803785994059,0.771148398423493,-0.90336405363875,1.7332486476599
"28135","DGRP-88","female",5,"28135","C3",971951.485,1.07,443.124,162.980625,5963.60140967676,-0.517736891971568,-1.37553641120823,-0.967100429856311,-0.82348799922403,-0.258299275527849
"28196","DGRP-426","female",5,"28196","C3",1112587.17533333,1.36,470.621,196.181625,5671.2099073159,0.892411538460138,-0.286774156000427,0.537527491840094,-1.38603493129892,2.05545768893344
"25190","DGRP-380","female",5,"25190","C4",1001750.658,0.82,475.300333333333,157.2544,6370.25519158764,-1.73338209061959,-0.1014927975661,-0.648286140019987,-0.0411060367404304,-0.657356321213892
"25198","DGRP-555","female",5,"25198","C4",1069840.684,1.17,472.106,148.186471698113,7219.55703338081,-0.0314788125123598,-0.227974579719975,0.0801929115337828,1.59290911639713,-1.28929458396883
"25201","DGRP-712","female",5,"25201","C4",1115281.21033333,1.16,482.456,178.497340909091,6248.16708558896,-0.0801046204582807,0.181840648901357,0.566350333847127,-0.275997574004153,0.823050969953509
"28135","DGRP-88","female",5,"28135","C4",1018628.68366667,1.29,465.839666666667,162.980625,6249.99863429574,0.552030882838691,-0.476094273209573,-0.467712143326904,-0.272473763983596,-0.258299275527849
"28196","DGRP-426","female",5,"28196","C4",1136090.88866667,1.48,479.602666666667,202.23,5617.81579719461,1.47592123381119,0.068860991671141,0.78898815066057,-1.48876258445257,2.47696516701914
"25201","DGRP-712","female",5,"25201","C5",1189594.22833333,1.17,522.404,186.997214285714,6361.56122901245,-0.0314788125123598,1.7636086443569,1.36140770202523,-0.0578327949900978,1.41540183957191
"28135","DGRP-88","female",5,"28135","C5",1034044.75733333,0.94,444.435333333333,170.784586956522,6054.67258937471,-1.14987239526854,-1.32361328369145,-0.302779224614675,-0.648271509258142,0.285553961642528
"28196","DGRP-426","female",5,"28196","C5",1114453.34466667,1.45,486.976,190.068738095238,5863.42265348363,1.33004380997343,0.360813096569802,0.55749319527499,-1.0162270203669,1.62945441647606
"25190","DGRP-380","female",5,"25190","C6",983935.043666667,0.63,445.309333333333,157.7936,6235.58270846642,-2.65727244159209,-1.28900666438565,-0.838891175659043,-0.300209299328583,-0.61977980980648
"25198","DGRP-555","female",5,"25198","C6",946510.303,0.87,454.378666666667,145.442277777778,6507.80720339226,-1.49025305088999,-0.929900295937017,-1.23928960678168,0.223537298023516,-1.48053574522926
"28135","DGRP-88","female",5,"28135","C6",1031757.88633333,1.18,464.996666666667,170.649891304348,6046.05065052887,0.0171469954335612,-0.509473426613221,-0.327245915479294,-0.664859697379554,0.27616710572553
"25198","DGRP-555","female",5,"25198","C7",1128931.48933333,1.03,491.675666666667,153.997705882353,7330.83316316273,-0.712240123755252,0.5468995670475,0.712391433895528,1.80699894088434,-0.884313301299609
"25201","DGRP-712","female",5,"25201","C7",1110401.78566667,1.06,454.170333333333,183.068860465116,6065.48695854396,-0.566362699917489,-0.938149394741821,0.514146525710871,-0.627465192558216,1.14163731406735
"28135","DGRP-88","female",5,"28135","C7",920916.537666667,0.94,457.887333333333,167.150872340426,5509.49285978654,-1.14987239526854,-0.790972273506509,-1.51311123662973,-1.69717061143088,0.0323226583728404
"28196","DGRP-426","female",5,"28196","C7",1120663.445,1.36,493.049333333333,190.08230952381,5895.67460437252,0.892411538460138,0.601290824926652,0.623933587012804,-0.954175846240832,1.63040020086136
"25201","DGRP-712","female",5,"25201","C8",1137108.578,1.09,481.989666666667,191.55812195122,5936.10214183226,-0.420485276079726,0.163375866136756,0.799876167656195,-0.87639524391248,1.7332486476599
"28135","DGRP-88","female",5,"28135","C8",1101002.97033333,1.33,517.453666666667,170.066739130435,6473.94649866783,0.746534114622375,1.56759685819732,0.413590827879878,0.158390960298854,0.235527594755019
"25198","DGRP-555","female",5,"25198","C9",1131563.05633333,1.15,476.902,153.997705882353,7347.92151512825,-0.128730428404202,-0.0380737259549605,0.740545945574819,1.83987609324616,-0.884313301299609
"25201","DGRP-712","female",5,"25201","C9",1148488.32133333,1.08,483.804333333333,191.342951219512,6002.25048277721,-0.469111084025647,0.23522881636586,0.921625344699974,-0.749129075231215,1.7182535336863
"28135","DGRP-88","female",5,"28135","C9",904270.089666667,0.97,447.533666666667,167.150872340426,5409.90350217854,-1.00399497143078,-1.20093268626678,-1.69120763874858,-1.88877565855891,0.0323226583728404
"28196","DGRP-426","female",5,"28196","C9",1112101.162,1.5,490.969333333333,194.93735,5704.91576909197,1.57317284970303,0.518931822459758,0.532327750366847,-1.32118650382422,1.96874494091515
"25198","DGRP-555","female",5,"25198","D1",1009317.03666667,1.12,448.578333333333,142.577381818182,7079.08241682943,-0.274607852241963,-1.15956840522013,-0.567335247817472,1.32264283322093,-1.68018855625821
"28196","DGRP-426","female",5,"28196","D1",1118780.37033333,1.34,469.856,194.718463414634,5745.63064392614,0.795159922568296,-0.317064846811568,0.603787017422998,-1.24285307845843,1.95349087141972
"28198","DGRP-441","female",5,"28198","D1",1104453.28833333,1.48,517.700666666667,183.61,6015.21316014015,1.47592123381119,1.57737698974027,0.45050496247279,-0.724189518769691,1.17934899045009
"28198","DGRP-441","female",5,"28198","D10",1050618.69533333,1.32,486.542,179.437045454545,5855.08244784087,0.697908306676454,0.343628573939689,-0.125458589801715,-1.03227316760211,0.888538393120886
"28198","DGRP-441","female",5,"28198","D11",1098737.00833333,1.42,525.343333333333,177.797045454545,6179.72590896754,1.18416638613566,1.87999352957373,0.389347837451046,-0.407675046246347,0.774247816881722
"25190","DGRP-380","female",5,"25190","D2",1006285.64966667,0.73,470.245666666667,161.120591836735,6245.54340444794,-2.17101436213288,-0.301635732407101,-0.599767338923627,-0.281045408037312,-0.387923825560479
"28198","DGRP-441","female",5,"28198","D2",1090962.336,1.39,498.510333333333,178.406704545455,6115.02991874414,1.0382889622979,0.817522802076516,0.306168460672343,-0.532146963261241,0.816734578350959
"25190","DGRP-380","female",5,"25190","D3",1016701.422,0.85,458.009333333333,161.01387755102,6314.37139123513,-1.58750466678183,-0.786141601246431,-0.488331459157855,-0.148623731978342,-0.395360677516162
"28198","DGRP-441","female",5,"28198","D3",1091874.091,1.32,497.526,182.982558139535,5967.09381539732,0.697908306676454,0.778547460043719,0.315923111340996,-0.816768781641444,1.13562295887136
"28198","DGRP-441","female",5,"28198","D4",1057025.13133333,1.55,493.935333333333,178.823863636364,5910.98475247567,1.81630188943263,0.63637259232361,-0.0569176492956862,-0.924719871031232,0.845806134987175
"25190","DGRP-380","female",5,"25190","D5",953175.447333333,0.66,441.319333333333,154.287156862745,6177.93124661235,-2.51139501775432,-1.44699340469474,-1.16798080712847,-0.411127888732776,-0.864141643164246
"25190","DGRP-380","female",5,"25190","D6",1014684.38933333,1,470.212666666667,163.369916666667,6210.9622752863,-0.858117547593015,-0.302942389657776,-0.509911213643024,-0.347577807099845,-0.231169782290974
"25190","DGRP-380","female",5,"25190","D7",1002789.02266667,1.05,459.324666666667,153.759921568627,6521.78417130041,-0.61498850786341,-0.734060091032564,-0.637176922532793,0.250428299824023,-0.900884341687645
"28198","DGRP-441","female",5,"28198","D7",1072129.46666667,1.18,549.178666666667,178.227545454545,6015.50935312689,0.0171469954335612,2.82376962418879,0.10468005486706,-0.723619657967829,0.804249093144503
"25190","DGRP-380","female",5,"25190","D8",953888.795,1,569.308333333333,157.48344,6057.07365168046,-0.858117547593015,3.62081734854347,-1.1603488694987,-0.643651982962355,-0.641394666590833
"28198","DGRP-441","female",5,"28198","D8",1056171.94633333,1.33,487.882333333333,175.449555555556,6019.80405700657,0.746534114622375,0.396699976010092,-0.0660456734148126,-0.715356858015791,0.610652711228629
"25190","DGRP-380","female",5,"25190","D9",954436.318333333,0.84,379.577,153.759921568627,6207.31533026531,-1.63613047472775,-3.89172272359467,-1.15449104711264,-0.354594350728639,-0.900884341687645
"28198","DGRP-441","female",5,"28198","D9",1113101.675,1.45,523.677,174.442111111111,6380.92297731371,1.33004380997343,1.81401393769361,0.543032001842786,-0.0205817394069644,0.540444536786821
"25182","DGRP-324","female",5,"25182","F1",851135.017666667,1.17,491.277,137.944684210526,6170.11827993092,-0.0314788125123598,0.531114091574665,-2.25968718162321,-0.426159654025386,-2.00303836060016
"25182","DGRP-324","female",5,"25182","F10",897271.071666667,1.05,506.541666666667,137.485789473684,6526.28228052915,-0.61498850786341,1.13552886064023,-1.76608847363691,0.259082441706856,-2.03501844834821
"25182","DGRP-324","female",5,"25182","F11",874914.204,1.25,495.001333333333,141.998381818182,6161.43784737112,0.357527651055008,0.678581581087893,-2.00527930246001,-0.442860381188009,-1.72053870482069
"25182","DGRP-324","female",5,"25182","F12",871103.632,1.28,518.394333333333,139.703553571429,6235.37204123169,0.503405074892771,1.60484318912062,-2.04604770922252,-0.300614612771789,-1.8804638528032
"25182","DGRP-324","female",5,"25182","F2",838435.700333333,1.01,489.178,140.511517857143,5967.02471882601,-0.809491739647094,0.448002771296775,-2.39555416816787,-0.816901720060973,-1.82415732609898
"25182","DGRP-324","female",5,"25182","F4",857015.448333333,1.15,498.031666666667,141.998381818182,6035.38883584375,-0.128730428404202,0.798569672662686,-2.19677384752079,-0.685372506722636,-1.72053870482069
"25182","DGRP-324","female",5,"25182","F5",856293.238,1.09,482.526333333333,139.462696428571,6139.94465852428,-0.420485276079726,0.184625544657836,-2.20450060472086,-0.484212224003789,-1.89724903673525
"25182","DGRP-324","female",5,"25182","F8",841536.008666667,1.21,499.614,132.825254237288,6335.66269832459,0.163024419271324,0.861223227904716,-2.36238470405,-0.107660299777575,-2.35980823965957
"25182","DGRP-324","female",5,"25182","F9",899617.509,1.22,503.578,145.608277777778,6178.34042631123,0.211650227217245,1.01818048068297,-1.74098449668856,-0.410340647029739,-1.46896730885383
"28141","DGRP-129","female",5,"28141","H1",1106527.248,1.11,503.118666666667,171.217456521739,6462.70111984467,-0.323233660187884,0.999992867638215,0.472693765439856,0.13675540213143,0.315720371426094
"28141","DGRP-129","female",5,"28141","H10",1083965.63166667,1.17,472.205,165.195583333333,6561.71072975619,-0.0314788125123598,-0.224054607967945,0.231312379155407,0.327245043081793,-0.103940211953235
"28141","DGRP-129","female",5,"28141","H11",1033587.698,1.03,478.651666666667,164.646020833333,6277.63545555876,-0.712240123755252,0.0312055054470933,-0.307669194103717,-0.219301873253931,-0.142238879516914
"28141","DGRP-129","female",5,"28141","H12",1104376.22833333,1.18,490.381333333333,167.574531914894,6590.35842567184,0.0171469954335612,0.495649565993154,0.449680515795199,0.382361807140395,0.0618472296503948
"28141","DGRP-129","female",5,"28141","H2",1066827.933,1.03,464.727666666667,171.804543478261,6209.54435430859,-0.712240123755252,-0.52012466298995,0.047960202575093,-0.350305817625098,0.35663409494036
"28141","DGRP-129","female",5,"28141","H3",1133231.92466667,1.12,462.331,167.574531914894,6762.55461803828,-0.274607852241963,-0.615022295640119,0.758400772368976,0.71365884877318,0.0618472296503948
"28141","DGRP-129","female",5,"28141","H4",1100620.375,1.08,467.396,172.378,6384.92368515704,-0.469111084025647,-0.414470205498377,0.40949753107965,-0.0128845734318204,0.396597921963321
"28141","DGRP-129","female",5,"28141","H5",1105822.68666667,1.07,491.400666666667,168.149127659574,6576.4402233799,-0.517736891971568,0.536010756625195,0.465155830708188,0.355583867507711,0.10189044840896
"28141","DGRP-129","female",5,"28141","H6",1120419.14766667,1.13,486.903,168.149127659574,6663.24686462249,-0.225982044296043,0.357922612348609,0.621319907739404,0.522595594320746,0.10189044840896
"28258","DGRP-892","female",5,"28258","B10",1083287.567,1.31,483.157741000756,170.233826086957,6363.52710798293,0.649282498730533,0.20962655698422,0.224057925980901,-0.054050540120361,0.247171780451939
"28258","DGRP-892","female",5,"28258","B11",1048950.14366667,1.29,479.247118100916,170.817543478261,6140.7635439984,0.552030882838691,0.0547828064770053,-0.143310028654109,-0.482636728452561,0.287850681069595
"28258","DGRP-892","female",5,"28258","B12",1072340.974,1.47,481.911054642101,166.611829787234,6436.16347872415,1.42729542586527,0.160263170018874,0.106942921701343,0.0856982801688761,-0.00524288066480787
"28258","DGRP-892","female",5,"28258","B2",1074264.366,1.37,482.130106046382,170.817543478261,6288.95805504144,0.941037346406059,0.168936658069636,0.127520836885662,-0.197517746319102,0.287850681069595
"28258","DGRP-892","female",5,"28258","B5",1076727.92133333,1.28,482.410675610616,174.613488888889,6166.35019542209,0.503405074892771,0.18004599914313,0.153877831560249,-0.43340926409656,0.552387747138551
"28258","DGRP-892","female",5,"28258","B6",963615.133666667,1.25,469.528478439909,163.700145833333,5886.46472342025,0.357527651055008,-0.330033283819004,-1.05628907714403,-0.971895206183379,-0.208156317809731
"28258","DGRP-892","female",5,"28258","B7",1005360.08466667,1.11,474.28273037514,159.811346938776,6290.91803507435,-0.323233660187884,-0.141785472827724,-0.609669739509454,-0.193746840716378,-0.47916428521043
"28258","DGRP-892","female",5,"28258","B8",1064867.205,1.25,481.05988150905,163.700145833333,6504.98629417328,0.357527651055008,0.126560395901248,0.0269828383750141,0.218110006826658,-0.208156317809731
"28258","DGRP-892","female",5,"28258","B9",1082924.447,1.23,483.116385964485,167.183127659574,6477.47450451518,0.260276035163166,0.207989076438915,0.220172991156522,0.165178670782039,0.0345705114290633
"25192","DGRP-399","female",5,"25192","C10",1162596.529,0.85,492.190085680465,165.715145833333,7015.63229573036,-1.58750466678183,0.567268334752498,1.0725657150288,1.2005679073908,-0.0677322256622215
"28173","DGRP-338","female",5,"28173","C10",1124545.347,1.31,487.856509970644,183.059813953488,6143.04867198064,0.649282498730533,0.395677482552665,0.665465136540847,-0.478240254117881,1.14100686831923
"28173","DGRP-338","female",5,"28173","C11",1106709.10933333,1.24,485.825175272371,170.55047826087,6489.04137132081,0.308901843109087,0.315245415520878,0.474639456745932,0.187432756084406,0.269239072783585
"28180","DGRP-361","female",5,"28180","C11",1105969.458,1.08,485.74093780895,187.758595238095,5890.37991362009,-0.469111084025647,0.311909976358519,0.466726102420224,-0.964362571966496,1.46846200285554
"28173","DGRP-338","female",5,"28173","C12",1132922.39933333,1.37,488.810556299917,178.958454545455,6330.6447421604,0.941037346406059,0.433453590238324,0.755089234181822,-0.117314601707209,0.855185691424104
"28180","DGRP-361","female",5,"28180","C12",1035321.744,1.07,477.695005954722,191.680829268293,5401.27955389256,-0.517736891971568,-0.00667412048321083,-0.289117046900386,-1.90536771274476,1.74180004398736
"29652","DGRP-57","female",5,"29652","C2",912621.338,0.79,463.72089342842,156.70922,5823.66077758539,-1.87925951445735,-0.559988528188224,-1.6018596119883,-1.0927269224485,-0.695349575088325
"28173","DGRP-338","female",5,"28173","C3",1067476.49066667,1.29,481.357048019806,174.923822222222,6102.52209850841,0.552030882838691,0.13832690426298,0.0548989673494483,-0.556211396884453,0.574014683414677
"28180","DGRP-361","female",5,"28180","C3",1100742.265,1.18,485.145622882456,192.338073170732,5722.95566267272,0.0171469954335612,0.288338080445192,0.410801603303001,-1.28647863199187,1.7876029612675
"28153","DGRP-195","female",5,"28153","F1",1202932.90166667,1.39,496.783917346734,174.628866666667,6888.51118734474,1.0382889622979,0.749164197028841,1.5041150068933,0.955993120001689,0.553459414872407
"28153","DGRP-195","female",5,"28153","F10",1180878.32866667,1.28,494.272164575341,174.677977777778,6760.31600370917,0.503405074892771,0.649709652463747,1.26815835706821,0.709351864429342,0.556881937548397
